Date,Nasdaq Change %,Nasdaq Trend,S&P500 Change %,S&P500 Trend,DJI Change %,DJI Trend,VIX Change %,VIX Trend
2/25/2016,-2.4800,0,1.13,1,1.29,1,-7.77,0
2/26/2016,0.4100,1,-0.19,0,-0.34,0,3.66,1
2/29/2016,0.5900,1,-0.81,0,-0.74,0,3.74,1
3/1/2016,-1.2600,0,2.39,1,2.11,1,-13.87,0
3/2/2016,1.4400,1,0.41,1,0.20,1,-3.45,0
3/3/2016,-0.3600,0,0.35,1,0.26,1,-2.28,0
3/4/2016,0.0600,1,0.33,1,0.37,1,0.96,1
3/7/2016,0.1500,1,0.09,1,0.40,1,2.91,1
3/8/2016,-0.2900,0,-1.12,0,-0.64,0,7.61,1
3/9/2016,-0.8800,0,0.51,1,0.21,1,-1.77,0
3/10/2016,0.3800,1,0.02,1,-0.03,0,-1.58,0
3/11/2016,-2.1900,0,1.64,1,1.28,1,-8.59,0
3/14/2016,-1.0100,0,-0.13,0,0.09,1,2.55,1
3/15/2016,0.1000,1,-0.18,0,0.13,1,-0.47,0
3/16/2016,1.2100,1,0.56,1,0.43,1,-10.99,0
3/17/2016,0.6600,1,0.66,1,0.90,1,-3.67,0
3/18/2016,-0.1700,0,0.44,1,0.69,1,-2.91,0
3/21/2016,-0.0800,0,0.10,1,0.12,1,-1.64,0
3/22/2016,-0.4300,0,-0.09,0,-0.23,0,2.76,1
3/23/2016,-1.5200,0,-0.64,0,-0.45,0,5.43,1
3/24/2016,-0.7600,0,-0.04,0,0.08,1,-1.34,0
3/28/2016,-0.4200,0,0.05,1,0.11,1,3.39,1
3/29/2016,0.4500,1,0.88,1,0.56,1,-9.32,0
3/30/2016,0.4900,1,0.44,1,0.47,1,-1.88,0
3/31/2016,0.2100,1,-0.20,0,-0.18,0,2.88,1
4/1/2016,-0.0900,0,0.63,1,0.61,1,-6.09,0
4/4/2016,-0.6500,0,-0.32,0,-0.31,0,7.79,1
4/5/2016,1.3900,1,-1.01,0,-0.75,0,9.21,1
4/6/2016,-0.7700,0,1.05,1,0.64,1,-8.63,0
4/7/2016,-1.3600,0,-1.20,0,-0.98,0,14.69,1
4/8/2016,-0.6000,0,0.28,1,0.20,1,-4.95,0
4/11/2016,0.1300,1,-0.27,0,-0.12,0,5.86,1
4/12/2016,-0.2100,0,0.97,1,0.94,1,-8.67,0
4/13/2016,0.1500,1,1.00,1,1.06,1,-6.80,0
4/14/2016,-0.0300,0,0.02,1,0.10,1,-0.87,0
4/15/2016,-0.1700,0,-0.10,0,-0.16,0,-0.73,0
4/18/2016,0.8900,1,0.65,1,0.60,1,-1.98,0
4/19/2016,1.3300,1,0.31,1,0.27,1,-0.82,0
4/20/2016,0.3200,1,0.08,1,0.24,1,0.30,1
4/21/2016,0.0200,1,-0.52,0,-0.63,0,5.05,1
4/22/2016,-1.0300,0,0.00,0,0.12,1,-5.23,0
4/25/2016,0.0200,1,-0.18,0,-0.15,0,6.51,1
4/26/2016,2.1700,1,0.19,1,0.07,1,-0.85,0
4/27/2016,-0.1900,0,0.16,1,0.28,1,-1.36,0
4/28/2016,0.2600,1,-0.92,0,-1.17,0,10.53,1
4/29/2016,0.6000,1,-0.51,0,-0.32,0,3.15,1
5/2/2016,-1.0500,0,0.78,1,0.66,1,-6.50,0
5/3/2016,0.1300,1,-0.87,0,-0.78,0,6.27,1
5/4/2016,0.1300,1,-0.59,0,-0.56,0,2.88,1
5/5/2016,0.1100,1,-0.02,0,0.05,1,-0.87,0
5/6/2016,0.5400,1,0.32,1,0.45,1,-7.48,0
5/9/2016,-0.6600,0,0.08,1,-0.20,0,-1.02,0
5/10/2016,0.2100,1,1.25,1,1.26,1,-6.45,0
5/11/2016,-0.2900,0,-0.96,0,-1.21,0,7.78,1
5/12/2016,-0.0100,0,-0.02,0,0.05,1,-1.91,0
5/13/2016,0.4600,1,-0.85,0,-1.05,0,4.37,1
5/16/2016,1.0400,1,0.98,1,1.00,1,-2.39,0
5/17/2016,0.4600,1,-0.94,0,-1.02,0,6.06,1
5/18/2016,-0.1800,0,0.02,1,-0.02,0,2.44,1
5/19/2016,0.0500,1,-0.37,0,-0.52,0,2.38,1
5/20/2016,0.0700,1,0.60,1,0.38,1,-6.92,0
5/23/2016,0.2500,1,-0.21,0,-0.05,0,4.08,1
5/24/2016,-0.1500,0,1.37,1,1.22,1,-8.85,0
5/25/2016,0.8700,1,0.70,1,0.82,1,-3.61,0
5/26/2016,0.7400,1,-0.02,0,-0.13,0,-3.38,0
5/27/2016,2.0000,1,0.43,1,0.25,1,-2.31,0
5/31/2016,-0.3600,0,-0.10,0,-0.48,0,8.16,1
6/1/2016,-0.6600,0,0.11,1,0.01,1,0.07,1
6/2/2016,-0.2100,0,0.28,1,0.27,1,-4.01,0
6/3/2016,-0.4100,0,-0.29,0,-0.18,0,-1.17,0
6/6/2016,2.2400,1,0.49,1,0.64,1,1.34,1
6/7/2016,1.3700,1,0.13,1,0.10,1,2.93,1
6/8/2016,-0.3100,0,0.33,1,0.37,1,0.21,1
6/9/2016,-0.9400,0,-0.17,0,-0.11,0,3.98,1
6/10/2016,-1.2000,0,-0.92,0,-0.67,0,16.33,1
6/13/2016,-1.3700,0,-0.81,0,-0.74,0,23.14,1
6/14/2016,0.7900,1,-0.18,0,-0.33,0,-2.24,0
6/15/2016,1.1200,1,-0.18,0,-0.20,0,-1.76,0
6/16/2016,0.4500,1,0.31,1,0.53,1,-3.82,0
6/17/2016,-0.4000,0,-0.33,0,-0.33,0,0.21,1
6/20/2016,1.4800,1,0.58,1,0.73,1,-5.36,0
6/21/2016,-0.7500,0,0.27,1,0.14,1,0.60,1
6/22/2016,-0.4900,0,-0.17,0,-0.27,0,14.56,1
6/23/2016,-1.0000,0,1.34,1,1.29,1,-18.52,0
6/24/2016,-0.1900,0,-3.59,0,-3.39,0,49.33,1
6/27/2016,-1.3000,0,-1.81,0,-1.50,0,-7.41,0
6/28/2016,0.0000,0,1.78,1,1.57,1,-21.38,0
6/29/2016,0.8400,1,1.70,1,1.64,1,-11.25,0
6/30/2016,0.5500,1,1.36,1,1.33,1,-6.07,0
7/1/2016,3.0000,1,0.19,1,0.11,1,-5.50,0
7/5/2016,-0.9000,0,-0.68,0,-0.61,0,5.48,1
7/6/2016,0.7400,1,0.54,1,0.44,1,-3.98,0
7/7/2016,0.6300,1,-0.09,0,-0.13,0,-1.34,0
7/8/2016,-1.9500,0,1.53,1,1.40,1,-10.57,0
7/11/2016,1.1700,1,0.34,1,0.44,1,2.58,1
7/12/2016,-2.4400,0,0.70,1,0.66,1,0.07,1
7/13/2016,0.0200,1,0.01,1,0.13,1,-3.76,0
7/14/2016,1.1900,1,0.53,1,0.73,1,-1.69,0
7/15/2016,0.7800,1,-0.09,0,0.05,1,-1.17,0
7/18/2016,1.2900,1,0.24,1,0.09,1,-1.82,0
7/19/2016,0.6300,1,-0.14,0,0.14,1,-3.78,0
7/20/2016,-0.8600,0,0.43,1,0.19,1,-1.67,0
7/21/2016,1.1900,1,-0.36,0,-0.42,0,8.24,1
7/22/2016,-1.7000,0,0.46,1,0.29,1,-5.65,0
7/25/2016,0.9700,1,-0.30,0,-0.42,0,7.07,1
7/26/2016,-0.4800,0,0.03,1,-0.10,0,1.40,1
7/27/2016,2.4000,1,-0.12,0,-0.01,0,-1.69,0
7/28/2016,0.6600,1,0.16,1,-0.09,0,-0.86,0
7/29/2016,0.4600,1,0.16,1,-0.13,0,-6.68,0
8/1/2016,-2.8200,0,-0.13,0,-0.15,0,4.80,1
8/2/2016,-0.3500,0,-0.64,0,-0.49,0,7.48,1
8/3/2016,-1.1700,0,0.31,1,0.23,1,-3.81,0
8/4/2016,1.1800,1,0.02,1,-0.02,0,-3.42,0
8/5/2016,-0.0700,0,0.86,1,1.04,1,-8.29,0
8/8/2016,-0.3800,0,-0.09,0,-0.08,0,0.97,1
8/9/2016,0.3900,1,0.04,1,0.02,1,1.39,1
8/10/2016,-0.2900,0,-0.29,0,-0.20,0,3.34,1
8/11/2016,2.4600,1,0.47,1,0.64,1,-3.07,0
8/12/2016,-1.2400,0,-0.08,0,-0.20,0,-1.11,0
8/15/2016,-2.1000,0,0.28,1,0.32,1,2.25,1
8/16/2016,-0.6800,0,-0.55,0,-0.45,0,7.03,1
8/17/2016,-0.3000,0,0.19,1,0.12,1,-3.56,0
8/18/2016,-1.0600,0,0.22,1,0.13,1,-6.23,0
8/19/2016,0.0100,1,-0.14,0,-0.24,0,-0.79,0
8/22/2016,-0.0400,0,-0.06,0,-0.12,0,8.20,1
8/23/2016,-0.3900,0,0.20,1,0.10,1,0.90,1
8/24/2016,-0.3900,0,-0.52,0,-0.35,0,8.64,1
8/25/2016,0.0500,1,-0.14,0,-0.18,0,1.34,1
8/26/2016,-2.2500,0,-0.16,0,-0.29,0,0.15,1
8/29/2016,-1.1600,0,0.52,1,0.58,1,-5.20,0
8/30/2016,0.3100,1,-0.20,0,-0.26,0,1.39,1
8/31/2016,0.1300,1,-0.24,0,-0.29,0,2.29,1
9/1/2016,-0.7400,0,0.00,0,0.10,1,0.45,1
9/2/2016,0.6100,1,0.42,1,0.39,1,-11.13,0
9/6/2016,0.6900,1,0.30,1,0.25,1,0.33,1
9/7/2016,2.3000,1,-0.01,0,-0.06,0,-0.67,0
9/8/2016,-0.3000,0,-0.22,0,-0.25,0,4.77,1
9/9/2016,-1.0000,0,-2.45,0,-2.13,0,39.89,1
9/12/2016,-0.2400,0,1.47,1,1.32,1,-13.37,0
9/13/2016,-0.7900,0,-1.48,0,-1.41,0,17.74,1
9/14/2016,-0.3700,0,-0.06,0,-0.18,0,1.62,1
9/15/2016,1.8200,1,1.01,1,0.99,1,-10.14,0
9/16/2016,-0.7600,0,-0.38,0,-0.49,0,-5.71,0
9/19/2016,-1.4500,0,0.00,0,-0.02,0,1.04,1
9/20/2016,1.3000,1,0.03,1,0.05,1,2.51,1
9/21/2016,0.8400,1,1.09,1,0.90,1,-16.46,0
9/22/2016,-1.8300,0,0.65,1,0.54,1,-9.62,0
9/23/2016,-1.0800,0,-0.57,0,-0.71,0,2.25,1
9/26/2016,0.4000,1,-0.86,0,-0.91,0,17.98,1
9/27/2016,-1.4600,0,0.64,1,0.74,1,-9.66,0
9/28/2016,-0.2000,0,0.53,1,0.61,1,-5.42,0
9/29/2016,0.9100,1,-0.93,0,-1.07,0,13.16,1
9/30/2016,-0.1200,0,0.80,1,0.91,1,-5.21,0
10/3/2016,-0.3100,0,-0.33,0,-0.30,0,2.11,1
10/4/2016,-0.4900,0,-0.50,0,-0.47,0,0.44,1
10/5/2016,-0.0700,0,0.43,1,0.62,1,-4.70,0
10/6/2016,1.7800,1,0.05,1,-0.07,0,-1.15,0
10/7/2016,0.1500,1,-0.33,0,-0.15,0,4.98,1
10/10/2016,-0.3900,0,0.46,1,0.49,1,-0.74,0
10/11/2016,0.0400,1,-1.24,0,-1.09,0,14.80,1
10/12/2016,-0.1400,0,0.11,1,0.09,1,3.58,1
10/13/2016,0.7500,1,-0.31,0,-0.25,0,4.90,1
10/14/2016,-0.0400,0,0.02,1,0.22,1,-3.42,0
10/17/2016,0.5100,1,-0.30,0,-0.29,0,0.56,1
10/18/2016,0.0300,1,0.62,1,0.42,1,-5.74,0
10/19/2016,1.8800,1,0.22,1,0.22,1,-5.69,0
10/20/2016,-0.1600,0,-0.14,0,-0.22,0,-4.58,0
10/21/2016,0.6000,1,-0.01,0,-0.09,0,-2.98,0
10/24/2016,1.1800,1,0.47,1,0.43,1,-2.40,0
10/25/2016,0.8700,1,-0.38,0,-0.30,0,3.38,1
10/26/2016,-1.3600,0,-0.17,0,0.17,1,5.79,1
10/27/2016,-0.8600,0,-0.30,0,-0.16,0,7.87,1
10/28/2016,-0.4300,0,-0.31,0,-0.05,0,5.40,1
10/31/2016,0.7400,1,-0.01,0,-0.10,0,5.37,1
11/1/2016,-0.6700,0,-0.68,0,-0.58,0,8.79,1
11/2/2016,0.6900,1,-0.65,0,-0.43,0,4.09,1
11/3/2016,0.0800,1,-0.44,0,-0.16,0,14.29,1
11/4/2016,0.2300,1,-0.17,0,-0.24,0,1.95,1
11/7/2016,0.8100,1,2.22,1,2.08,1,-16.88,0
11/8/2016,-0.5200,0,0.38,1,0.40,1,0.16,1
11/9/2016,-0.1100,0,1.11,1,1.40,1,-23.27,0
11/10/2016,-0.2700,0,0.20,1,1.17,1,2.50,1
11/11/2016,1.5100,1,-0.14,0,0.21,1,-3.87,0
11/14/2016,-0.5500,0,-0.01,0,0.11,1,2.19,1
11/15/2016,0.0200,1,0.75,1,0.29,1,-7.67,0
11/16/2016,0.9500,1,-0.16,0,-0.29,0,2.62,1
11/17/2016,-0.8000,0,0.47,1,0.19,1,-2.70,0
11/18/2016,0.3900,1,-0.24,0,-0.19,0,-3.75,0
11/21/2016,0.4100,1,0.75,1,0.47,1,-3.35,0
11/22/2016,0.0700,1,0.22,1,0.35,1,-0.08,0
11/23/2016,-0.1300,0,0.08,1,0.31,1,0.16,1
11/25/2016,1.6100,1,0.39,1,0.36,1,-0.72,0
11/28/2016,0.4000,1,-0.53,0,-0.28,0,6.56,1
11/29/2016,1.2200,1,0.13,1,0.12,1,-1.90,0
11/30/2016,0.0700,1,-0.27,0,0.01,1,3.33,1
12/1/2016,-0.1600,0,-0.35,0,0.36,1,5.55,1
12/2/2016,0.4000,1,0.04,1,-0.11,0,0.36,1
12/5/2016,-0.4600,0,0.58,1,0.24,1,-14.02,0
12/6/2016,1.1400,1,0.34,1,0.18,1,-2.88,0
12/7/2016,0.0900,1,1.32,1,1.55,1,3.65,1
12/8/2016,-0.0900,0,0.22,1,0.33,1,3.44,1
12/9/2016,-0.0600,0,0.59,1,0.72,1,-7.04,0
12/12/2016,0.6700,1,-0.11,0,0.20,1,7.57,1
12/13/2016,1.5300,1,0.65,1,0.58,1,0.63,1
12/14/2016,0.6400,1,-0.81,0,-0.60,0,3.69,1
12/15/2016,-0.5100,0,0.39,1,0.30,1,-3.03,0
12/16/2016,0.5100,1,-0.18,0,-0.04,0,-4.61,0
12/19/2016,0.3100,1,0.20,1,0.20,1,-4.02,0
12/20/2016,0.9700,1,0.36,1,0.46,1,-2.22,0
12/21/2016,0.0900,1,-0.25,0,-0.16,0,-1.57,0
12/22/2016,0.1600,1,-0.19,0,-0.12,0,1.42,1
12/23/2016,0.8100,1,0.13,1,0.07,1,0.09,1
12/27/2016,-0.0100,0,0.22,1,0.06,1,4.81,1
12/28/2016,1.6700,1,-0.84,0,-0.56,0,8.01,1
12/29/2016,-0.3300,0,-0.03,0,-0.07,0,3.24,1
12/30/2016,0.9200,1,-0.46,0,-0.29,0,5.01,1
1/3/2017,-1.3400,0,0.85,1,0.60,1,-8.48,0
1/4/2017,0.2500,1,0.57,1,0.30,1,-7.78,0
1/5/2017,0.7400,1,-0.08,0,-0.21,0,-1.52,0
1/6/2017,0.8300,1,0.35,1,0.32,1,-3.00,0
1/9/2017,-0.9900,0,-0.35,0,-0.38,0,2.12,1
1/10/2017,3.1900,1,0.00,0,-0.16,0,-0.61,0
1/11/2017,-1.2600,0,0.28,1,0.50,1,-2.00,0
1/12/2017,0.5600,1,-0.21,0,-0.32,0,2.49,1
1/13/2017,0.0700,1,0.18,1,-0.03,0,-2.69,0
1/17/2017,-1.5500,0,-0.30,0,-0.30,0,5.70,1
1/18/2017,-1.2600,0,0.18,1,-0.11,0,5.14,1
1/19/2017,-1.3100,0,-0.36,0,-0.37,0,2.40,1
1/20/2017,1.9400,1,0.34,1,0.48,1,-9.70,0
1/23/2017,-1.9900,0,-0.27,0,-0.14,0,1.99,1
1/24/2017,-0.0100,0,0.66,1,0.57,1,-5.95,0
1/25/2017,-0.2300,0,0.80,1,0.78,1,-2.35,0
1/26/2017,1.1000,1,-0.07,0,0.16,1,-1.67,0
1/27/2017,0.0300,1,-0.09,0,-0.04,0,-0.47,0
1/30/2017,0.2200,1,-0.60,0,-0.61,0,12.29,1
1/31/2017,4.1700,1,-0.09,0,-0.54,0,0.93,1
2/1/2017,-0.4700,0,0.03,1,0.14,1,-1.50,0
2/2/2017,3.5200,1,0.06,1,-0.03,0,1.02,1
2/3/2017,-0.7500,0,0.73,1,0.94,1,-8.05,0
2/6/2017,-2.4300,0,-0.21,0,-0.09,0,3.65,1
2/7/2017,-0.0700,0,0.02,1,0.19,1,-0.70,0
2/8/2017,-1.9200,0,0.07,1,-0.18,0,1.42,1
2/9/2017,-0.6000,0,0.58,1,0.59,1,-4.98,0
2/10/2017,-1.9600,0,0.36,1,0.48,1,-0.28,0
2/13/2017,-1.7300,0,0.52,1,0.70,1,2.03,1
2/14/2017,1.0900,1,0.40,1,0.45,1,-2.98,0
2/15/2017,-0.8000,0,0.50,1,0.52,1,11.45,1
2/16/2017,2.0400,1,-0.09,0,0.04,1,-1.75,0
2/17/2017,0.1300,1,0.17,1,0.02,1,-2.30,0
2/21/2017,-3.8800,0,0.60,1,0.58,1,0.70,1
2/22/2017,1.2000,1,-0.11,0,0.16,1,1.47,1
2/23/2017,0.3400,1,0.04,1,0.17,1,-0.26,0
2/24/2017,-0.4400,0,0.15,1,0.05,1,-2.05,0
2/27/2017,2.2000,1,0.10,1,0.08,1,5.41,1
2/28/2017,1.2700,1,-0.26,0,-0.12,0,6.87,1
3/1/2017,-2.8900,0,1.37,1,1.46,1,-2.94,0
3/2/2017,-1.9300,0,-0.59,0,-0.53,0,-5.82,0
3/3/2017,-0.0500,0,0.05,1,0.01,1,-7.20,0
3/6/2017,3.3200,1,-0.33,0,-0.24,0,2.55,1
3/7/2017,0.4600,1,-0.29,0,-0.14,0,1.87,1
3/8/2017,-2.2600,0,-0.23,0,-0.33,0,3.58,1
3/9/2017,2.3500,1,0.08,1,0.01,1,3.71,1
3/10/2017,1.4900,1,0.33,1,0.21,1,-5.20,0
3/13/2017,-0.2100,0,0.04,1,-0.10,0,-2.66,0
3/14/2017,-2.0100,0,-0.34,0,-0.21,0,8.37,1
3/15/2017,1.6300,1,0.84,1,0.54,1,-5.45,0
3/16/2017,-1.9800,0,-0.16,0,-0.07,0,-3.61,0
3/17/2017,1.8200,1,-0.13,0,-0.10,0,0.62,1
3/20/2017,0.6000,1,-0.20,0,-0.04,0,0.53,1
3/21/2017,0.8400,1,-1.24,0,-1.14,0,9.96,1
3/22/2017,0.6600,1,0.19,1,-0.03,0,2.73,1
3/23/2017,3.5000,1,-0.11,0,-0.02,0,2.42,1
3/24/2017,-1.1000,0,-0.08,0,-0.29,0,-1.22,0
3/27/2017,1.8800,1,-0.10,0,-0.22,0,-3.55,0
3/28/2017,2.3200,1,0.73,1,0.73,1,-7.76,0
3/29/2017,2.9500,1,0.11,1,-0.20,0,-0.95,0
3/30/2017,-3.2900,0,0.29,1,0.33,1,1.05,1
3/31/2017,-2.6300,0,-0.23,0,-0.31,0,7.19,1
4/3/2017,-0.4300,0,-0.16,0,-0.06,0,0.08,1
4/4/2017,-2.1700,0,0.06,1,0.19,1,-4.77,0
4/5/2017,1.2000,1,-0.31,0,-0.20,0,9.33,1
4/6/2017,1.3500,1,0.19,1,0.07,1,-3.88,0
4/7/2017,1.1200,1,-0.08,0,-0.03,0,3.87,1
4/10/2017,-3.2500,0,0.07,1,0.01,1,9.17,1
4/11/2017,-2.0100,0,-0.14,0,-0.03,0,7.26,1
4/12/2017,-0.8600,0,-0.38,0,-0.29,0,4.64,1
4/13/2017,-0.3600,0,-0.68,0,-0.67,0,1.20,1
4/17/2017,0.5800,1,0.86,1,0.90,1,-8.15,0
4/18/2017,1.3400,1,-0.29,0,-0.55,0,-1.64,0
4/19/2017,1.6000,1,-0.17,0,-0.58,0,3.54,1
4/20/2017,1.4900,1,0.76,1,0.85,1,-5.22,0
4/21/2017,1.1000,1,-0.30,0,-0.15,0,3.39,1
4/24/2017,-2.4200,0,1.08,1,1.05,1,-25.91,0
4/25/2017,-0.7800,0,0.61,1,1.12,1,-0.74,0
4/26/2017,3.0400,1,-0.05,0,-0.10,0,0.84,1
4/27/2017,-0.2600,0,0.06,1,0.03,1,-4.52,0
4/28/2017,-2.5800,0,-0.19,0,-0.19,0,4.44,1
5/1/2017,-1.3000,0,0.17,1,-0.13,0,-6.56,0
5/2/2017,0.1300,1,0.12,1,0.17,1,4.75,1
5/3/2017,0.5500,1,-0.13,0,0.04,1,0.85,1
5/4/2017,3.3200,1,0.06,1,-0.03,0,-2.06,0
5/5/2017,2.4900,1,0.41,1,0.26,1,1.05,1
5/8/2017,-1.9500,0,0.00,0,0.03,1,-7.57,0
5/9/2017,0.8800,1,-0.10,0,-0.17,0,1.94,1
5/10/2017,4.2900,1,0.11,1,-0.16,0,2.51,1
5/11/2017,0.1500,1,-0.22,0,-0.11,0,3.82,1
5/12/2017,-1.6200,0,-0.15,0,-0.11,0,-1.89,0
5/15/2017,-5.2200,0,0.48,1,0.41,1,0.19,1
5/16/2017,-0.4700,0,-0.07,0,-0.01,0,2.21,1
5/17/2017,-1.2400,0,-1.82,0,-1.78,0,46.38,1
5/18/2017,1.8800,1,0.37,1,0.27,1,-5.97,0
5/19/2017,0.6100,1,0.68,1,0.69,1,-17.87,0
5/22/2017,4.6900,1,0.52,1,0.43,1,-9.22,0
5/23/2017,-4.0900,0,0.18,1,0.21,1,-1.92,0
5/24/2017,5.2900,1,0.25,1,0.36,1,-6.53,0
5/25/2017,-6.9000,0,0.44,1,0.34,1,-0.30,0
5/26/2017,-0.9400,0,0.03,1,-0.01,0,-1.80,0
5/30/2017,-5.0800,0,-0.12,0,-0.24,0,5.81,1
5/31/2017,0.8900,1,-0.05,0,-0.10,0,0.29,1
6/1/2017,-2.7500,0,0.76,1,0.65,1,-5.00,0
6/2/2017,-0.4300,0,0.37,1,0.29,1,-1.42,0
6/5/2017,-0.3600,0,-0.12,0,-0.10,0,3.28,1
6/6/2017,0.0500,1,-0.28,0,-0.23,0,3.77,1
6/7/2017,-2.6500,0,0.16,1,0.18,1,-0.57,0
6/8/2017,-0.1000,0,0.03,1,0.04,1,-2.21,0
6/9/2017,-0.5600,0,-0.08,0,0.42,1,5.31,1
6/12/2017,0.8600,1,-0.10,0,-0.17,0,7.10,1
6/13/2017,0.7200,1,0.45,1,0.44,1,-9.08,0
6/14/2017,-0.4300,0,-0.10,0,0.22,1,2.11,1
6/15/2017,2.2200,1,-0.22,0,-0.07,0,2.44,1
6/16/2017,-0.8900,0,0.03,1,0.11,1,-4.77,0
6/19/2017,0.9800,1,0.83,1,0.68,1,-0.10,0
6/20/2017,-1.2200,0,-0.67,0,-0.29,0,4.73,1
6/21/2017,0.5400,1,-0.06,0,-0.27,0,-1.01,0
6/22/2017,-0.7400,0,-0.05,0,-0.06,0,-2.51,0
6/23/2017,-2.0000,0,0.16,1,-0.01,0,-4.39,0
6/26/2017,-0.4500,0,0.03,1,0.07,1,-1.20,0
6/27/2017,1.3600,1,-0.81,0,-0.46,0,11.72,1
6/28/2017,0.2900,1,0.88,1,0.68,1,-9.31,0
6/29/2017,0.3500,1,-0.86,0,-0.78,0,14.06,1
6/30/2017,1.5300,1,0.15,1,0.29,1,-2.27,0
7/3/2017,1.2100,1,0.23,1,0.61,1,0.36,1
7/5/2017,0.4100,1,0.15,1,-0.01,0,-1.34,0
7/6/2017,1.5300,1,-0.94,0,-0.74,0,13.28,1
7/7/2017,1.3300,1,0.64,1,0.44,1,-10.77,0
7/10/2017,-1.2600,0,0.09,1,-0.03,0,-0.71,0
7/11/2017,0.6600,1,-0.08,0,0.00,0,-1.98,0
7/12/2017,-0.6700,0,0.73,1,0.57,1,-5.42,0
7/13/2017,2.1900,1,0.19,1,0.10,1,-3.88,0
7/14/2017,0.5000,1,0.47,1,0.39,1,-3.94,0
7/17/2017,-0.2800,0,-0.01,0,-0.04,0,3.26,1
7/18/2017,-0.2900,0,0.06,1,-0.25,0,0.71,1
7/19/2017,-1.7600,0,0.54,1,0.31,1,-1.01,0
7/20/2017,1.4800,1,-0.02,0,-0.13,0,-2.15,0
7/21/2017,-0.1500,0,-0.04,0,-0.15,0,-2.30,0
7/24/2017,-1.5300,0,-0.11,0,-0.31,0,0.75,1
7/25/2017,0.3500,1,0.29,1,0.47,1,0.00,0
7/26/2017,-0.9700,0,0.03,1,0.45,1,1.80,1
7/27/2017,-0.0400,0,-0.10,0,0.39,1,5.31,1
7/28/2017,-1.1100,0,-0.13,0,0.15,1,1.78,1
7/31/2017,-1.4600,0,-0.07,0,0.28,1,-0.29,0
8/1/2017,0.1500,1,0.24,1,0.33,1,-1.66,0
8/2/2017,-2.3300,0,0.05,1,0.24,1,1.88,1
8/3/2017,1.3700,1,-0.22,0,0.04,1,1.56,1
8/4/2017,0.5000,1,0.19,1,0.30,1,-3.93,0
8/7/2017,0.7800,1,0.16,1,0.12,1,-1.00,0
8/8/2017,0.5500,1,-0.24,0,-0.15,0,10.37,1
8/9/2017,-0.4600,0,-0.04,0,-0.17,0,1.37,1
8/10/2017,-1.5800,0,-1.45,0,-0.93,0,44.37,1
8/11/2017,-0.7100,0,0.13,1,0.07,1,-3.30,0
8/14/2017,0.3000,1,1.00,1,0.62,1,-20.50,0
8/15/2017,1.1400,1,-0.05,0,0.02,1,-2.35,0
8/16/2017,0.0300,1,0.14,1,0.12,1,-2.49,0
8/17/2017,-1.6300,0,-1.54,0,-1.24,0,32.45,1
8/18/2017,-1.2100,0,-0.18,0,-0.35,0,-8.30,0
8/21/2017,0.6300,1,0.12,1,0.13,1,-7.50,0
8/22/2017,-0.9300,0,0.99,1,0.90,1,-13.95,0
8/23/2017,1.0100,1,-0.35,0,-0.40,0,7.93,1
8/24/2017,0.5500,1,-0.21,0,-0.13,0,-0.16,0
8/25/2017,0.4600,1,0.17,1,0.14,1,-7.77,0
8/28/2017,-0.4800,0,0.05,1,-0.02,0,0.35,1
8/29/2017,-0.4700,0,0.08,1,0.26,1,3.36,1
8/30/2017,-0.7800,0,0.46,1,0.12,1,-4.10,0
8/31/2017,-0.3300,0,0.57,1,0.25,1,-5.61,0
9/1/2017,0.0400,1,0.20,1,0.18,1,-4.34,0
9/5/2017,0.0900,1,-0.76,0,-1.07,0,20.73,1
9/6/2017,0.7800,1,0.31,1,0.25,1,-4.91,0
9/7/2017,0.7700,1,-0.02,0,-0.10,0,-0.69,0
9/8/2017,0.2000,1,-0.15,0,0.06,1,4.94,1
9/11/2017,0.6300,1,1.08,1,1.19,1,-11.47,0
9/12/2017,2.1000,1,0.34,1,0.28,1,-1.40,0
9/13/2017,0.3500,1,0.08,1,0.18,1,-0.76,0
9/14/2017,-1.0600,0,-0.11,0,0.20,1,-0.57,0
9/15/2017,0.1600,1,0.18,1,0.29,1,-2.59,0
9/18/2017,-0.0500,0,0.15,1,0.28,1,-0.20,0
9/19/2017,0.6100,1,0.11,1,0.18,1,0.30,1
9/20/2017,-0.9600,0,0.06,1,0.19,1,-3.93,0
9/21/2017,-0.3200,0,-0.30,0,-0.24,0,-1.12,0
9/22/2017,-0.5600,0,0.06,1,-0.04,0,-0.83,0
9/25/2017,-0.1300,0,-0.22,0,-0.24,0,6.47,1
9/26/2017,0.3100,1,0.01,1,-0.05,0,-0.39,0
9/27/2017,0.0700,1,0.41,1,0.25,1,-2.95,0
9/28/2017,-0.0100,0,0.12,1,0.18,1,-3.24,0
9/29/2017,0.3100,1,0.37,1,0.11,1,-0.42,0
10/2/2017,0.1500,1,0.39,1,0.68,1,-0.63,0
10/3/2017,0.7200,1,0.22,1,0.37,1,0.63,1
10/4/2017,0.9600,1,0.12,1,0.09,1,1.26,1
10/5/2017,-0.4500,0,0.56,1,0.50,1,-4.57,0
10/6/2017,0.2400,1,-0.11,0,-0.01,0,5.01,1
10/9/2017,1.4100,1,-0.18,0,-0.06,0,7.05,1
